datetime,latitude,longitude,flag_date,flag_gaps,flag_position,x,y,speed,x_anom,y_anom,anom_dist,flag_outlier
2019-10-11 01:02:35,84.98728,134.48727,False,False,False,-399291.7797184635,-392208.5910101385,0.16247934421351531,,,,False
2019-10-11 01:58:07,84.98277,134.50621,False,False,False,-399520.99003322766,-392693.31112810323,0.12686948450959204,0.0,0.0,0.0,False
2019-10-11 02:58:08,84.97884,134.51927,False,False,False,-399744.1277962965,-393091.823315301,0.11203807742451931,0.0,0.0,0.0,False
2019-10-11 03:58:28,84.97552,134.53557,False,False,False,-399896.33609433786,-393465.3382856628,0.10197978586232863,0.0,0.0,0.0,False
2019-10-11 04:58:07,84.97273,134.55544,False,False,False,-399981.6848114087,-393822.4069049004,0.10197978586232863,0.0,0.0,0.0,False
2019-10-11 05:58:08,84.96973,134.58394,False,False,False,-400024.1453800026,-394256.283821006,0.12109711890842163,0.0,0.0,0.0,False
2019-10-11 06:58:07,84.9655,134.62178,False,False,False,-400099.6097460113,-394851.91201960103,0.16677492352160145,0.0,0.0,0.0,False
2019-10-11 07:58:08,84.9603,134.65279,False,False,False,-400298.5905278318,-395476.17011140037,0.16493709995388664,0.0,0.0,0.0,False
2019-10-11 08:58:07,84.95527,134.67252,False,False,False,-400561.4966957955,-396008.5678830003,0.14297603443393148,0.0,0.0,0.0,False
2019-10-11 09:58:28,84.95075,134.68298,False,False,False,-400847.77539075987,-396436.32333468326,0.12213838425576504,0.0,0.0,0.0,False
2019-10-11 10:58:08,84.94683,134.68756,False,False,False,-401127.0413941517,-396775.9481155299,0.10179431651849646,0.0,0.0,0.0,False
2019-10-11 11:58:08,84.94355,134.68948,False,False,False,-401373.924449447,-397046.7641990148,0.08115171981660142,0.0,0.0,0.0,False
2019-10-11 12:58:07,84.94096,134.69383,False,False,False,-401549.2096122744,-397280.4830660472,0.06807122097035745,0.0,0.0,0.0,False
2019-10-11 13:58:07,84.93896,134.7041,False,False,False,-401636.5980590403,-397509.42824801005,0.06807122097035745,-13.51066261867527,0.0,13.51066261867527,False
2019-10-11 14:58:07,84.93747,134.72307,False,False,False,-401623.08739642164,-397759.36986553983,0.06952958679328526,0.0,0.0,0.0,False
2019-10-11 15:58:28,84.93642,134.74652,False,False,False,-401543.4657009447,-398006.18651883834,0.0720393382847263,0.0,0.0,0.0,False
2019-10-11 16:58:08,84.93559,134.77534,False,False,False,-401408.956400928,-398273.3407042491,0.08308486596039956,0.0,0.0,0.0,False
